location_id,location_name,target,h,alpha,val_mae,val_rmse,test_mae,test_rmse,model
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,v10,1,1.0,0.4648136496543884,0.68490070104599,0.43314969539642334,0.6260881423950195,ridge_v10_55e90ccc-1370-5a29-b02e-8ac2297b3890_multi_h001-100.joblib
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,v10,2,1.0,0.6627674102783203,0.9296855926513672,0.6102216243743896,0.8311731815338135,ridge_v10_55e90ccc-1370-5a29-b02e-8ac2297b3890_multi_h001-100.joblib
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,v10,3,1.0,0.7834766507148743,1.0854252576828003,0.7199927568435669,0.9635622501373291,ridge_v10_55e90ccc-1370-5a29-b02e-8ac2297b3890_multi_h001-100.joblib
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,v10,4,1.0,0.8665195107460022,1.192798137664795,0.798934280872345,1.0671906471252441,ridge_v10_55e90ccc-1370-5a29-b02e-8ac2297b3890_multi_h001-100.joblib
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,v10,5,1.0,0.9291664361953735,1.2714734077453613,0.863192617893219,1.1529386043548584,ridge_v10_55e90ccc-1370-5a29-b02e-8ac2297b3890_multi_h001-100.joblib
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,v10,6,1.0,0.9807007908821106,1.3348320722579956,0.9134458303451538,1.2260494232177734,ridge_v10_55e90ccc-1370-5a29-b02e-8ac2297b3890_multi_h001-100.joblib
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,v10,7,1.0,1.026821494102478,1.3913557529449463,0.9557176232337952,1.2859609127044678,ridge_v10_55e90ccc-1370-5a29-b02e-8ac2297b3890_multi_h001-100.joblib
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,v10,8,1.0,1.0648260116577148,1.4383119344711304,0.991077721118927,1.3370921611785889,ridge_v10_55e90ccc-1370-5a29-b02e-8ac2297b3890_multi_h001-100.joblib
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,v10,9,1.0,1.09738028049469,1.4785372018814087,1.0246400833129883,1.3841590881347656,ridge_v10_55e90ccc-1370-5a29-b02e-8ac2297b3890_multi_h001-100.joblib
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,v10,10,1.0,1.1261881589889526,1.5145739316940308,1.0551960468292236,1.4285264015197754,ridge_v10_55e90ccc-1370-5a29-b02e-8ac2297b3890_multi_h001-100.joblib
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,v10,11,1.0,1.1517083644866943,1.5459638833999634,1.0810648202896118,1.4676194190979004,ridge_v10_55e90ccc-1370-5a29-b02e-8ac2297b3890_multi_h001-100.joblib
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,v10,12,1.0,1.1733012199401855,1.569977879524231,1.1100832223892212,1.5041760206222534,ridge_v10_55e90ccc-1370-5a29-b02e-8ac2297b3890_multi_h001-100.joblib
