location_id,location_name,target,h,alpha,val_mae,val_rmse,test_mae,test_rmse,model
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,1,1.0,0.31016606092453003,0.4276573359966278,0.3329590857028961,0.47126686573028564,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,2,1.0,0.3797246515750885,0.5056882500648499,0.40760794281959534,0.5619519948959351,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,3,1.0,0.40289732813835144,0.5370858907699585,0.43753334879875183,0.6004002690315247,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,4,1.0,0.41621527075767517,0.5564725399017334,0.45527487993240356,0.6247004866600037,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,5,1.0,0.42422541975975037,0.5686267018318176,0.4662039279937744,0.6419779658317566,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,6,1.0,0.4290342330932617,0.575667142868042,0.47077712416648865,0.6524295210838318,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,7,1.0,0.4327000677585602,0.5798959136009216,0.4726819097995758,0.657213032245636,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,8,1.0,0.4348510801792145,0.5814340114593506,0.4745471477508545,0.6598266363143921,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,9,1.0,0.435927152633667,0.5822560787200928,0.47493189573287964,0.6603621244430542,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,10,1.0,0.43629220128059387,0.5830209851264954,0.4754612147808075,0.6607401371002197,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,11,1.0,0.436491459608078,0.5833069086074829,0.47554123401641846,0.661064624786377,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,12,1.0,0.4363330900669098,0.5832428336143494,0.47526121139526367,0.6610211133956909,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,13,1.0,0.4364348351955414,0.583138644695282,0.4754364788532257,0.6612612009048462,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,14,1.0,0.4366488456726074,0.583198070526123,0.47586163878440857,0.6615554690361023,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,15,1.0,0.4364998936653137,0.5833325386047363,0.4757756292819977,0.6617920994758606,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,16,1.0,0.43679922819137573,0.5837820768356323,0.475975900888443,0.6617535948753357,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,17,1.0,0.4377462565898895,0.5842380523681641,0.4764987826347351,0.6617535352706909,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,18,1.0,0.4381985366344452,0.5847686529159546,0.47677114605903625,0.6622193455696106,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,19,1.0,0.43835049867630005,0.585193932056427,0.4769616425037384,0.6629459857940674,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,20,1.0,0.43852779269218445,0.5855389833450317,0.47695502638816833,0.6639500856399536,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,21,1.0,0.43835878372192383,0.5860393047332764,0.47722893953323364,0.6647555232048035,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,22,1.0,0.4383305609226227,0.5860450863838196,0.4781852662563324,0.6662325859069824,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,23,1.0,0.43920019268989563,0.5875422358512878,0.4811331033706665,0.6704116463661194,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,24,1.0,0.4413701891899109,0.5911858677864075,0.48753809928894043,0.6796911954879761,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,25,1.0,0.4495297968387604,0.6010882258415222,0.49895644187927246,0.6938214302062988,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,26,1.0,0.4594176411628723,0.6132062077522278,0.5096360445022583,0.7091584801673889,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,27,1.0,0.4679422378540039,0.6243759989738464,0.5181719064712524,0.7214025259017944,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,28,1.0,0.4715283513069153,0.6305717825889587,0.5250515341758728,0.7315768599510193,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,29,1.0,0.4737261235713959,0.6349721550941467,0.5287507772445679,0.7388172745704651,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,30,1.0,0.47637346386909485,0.639030933380127,0.5304442048072815,0.7437824010848999,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,31,1.0,0.47771260142326355,0.6419486999511719,0.5320987701416016,0.7467430830001831,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,32,1.0,0.478162944316864,0.6428966522216797,0.5323607325553894,0.7472183108329773,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,33,1.0,0.47849830985069275,0.6434677243232727,0.5322137475013733,0.7470879554748535,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,34,1.0,0.4789763391017914,0.6438920497894287,0.5324692130088806,0.7471181750297546,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,35,1.0,0.4791564643383026,0.6442723274230957,0.532473623752594,0.7471921443939209,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,36,1.0,0.47966593503952026,0.6450187563896179,0.53202885389328,0.7467259764671326,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,37,1.0,0.48004040122032166,0.6454652547836304,0.5321320295333862,0.7466593384742737,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,38,1.0,0.48024308681488037,0.6460385322570801,0.53197181224823,0.74662184715271,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,39,1.0,0.48044225573539734,0.6464520692825317,0.5321193337440491,0.7467333078384399,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,40,1.0,0.48084524273872375,0.6467515230178833,0.5321560502052307,0.7466504573822021,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,41,1.0,0.4813949167728424,0.6471235156059265,0.5325018167495728,0.7468416690826416,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,42,1.0,0.48123428225517273,0.6469883918762207,0.5325652360916138,0.7470994591712952,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,43,1.0,0.48151448369026184,0.6471430063247681,0.532906174659729,0.7478804588317871,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,44,1.0,0.48158466815948486,0.6470705270767212,0.533073365688324,0.7486280798912048,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,45,1.0,0.48151618242263794,0.6470741033554077,0.5335113406181335,0.7493516802787781,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,46,1.0,0.4814417064189911,0.6470975279808044,0.5342763066291809,0.7504100799560547,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,47,1.0,0.4809039831161499,0.6473780870437622,0.5351801514625549,0.7516964077949524,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,48,1.0,0.4809718132019043,0.6479238867759705,0.5371590852737427,0.7544034123420715,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,49,1.0,0.4849349856376648,0.6522623896598816,0.5423434376716614,0.7599785923957825,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,50,1.0,0.48828214406967163,0.6552396416664124,0.5465733408927917,0.766368567943573,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,51,1.0,0.4904864430427551,0.6589075922966003,0.5506259202957153,0.7725977897644043,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,52,1.0,0.4922862648963928,0.6619194746017456,0.5531479716300964,0.7771901488304138,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,53,1.0,0.4932810962200165,0.6639964580535889,0.5547831654548645,0.7802091836929321,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,54,1.0,0.4944619834423065,0.6654806733131409,0.555813193321228,0.7825849056243896,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,55,1.0,0.4955481290817261,0.6668890714645386,0.5567919611930847,0.7841203808784485,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,56,1.0,0.49603161215782166,0.6673198342323303,0.5570058822631836,0.7838885188102722,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,57,1.0,0.49590104818344116,0.6674705147743225,0.5571419596672058,0.7836758494377136,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,58,1.0,0.4961230158805847,0.6679115295410156,0.5571175813674927,0.7834128141403198,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,59,1.0,0.49642467498779297,0.6685248017311096,0.5568344593048096,0.7832189798355103,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,60,1.0,0.49690496921539307,0.6690055727958679,0.5569934248924255,0.78339022397995,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,61,1.0,0.4970482587814331,0.6690539717674255,0.5572067499160767,0.7834418416023254,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,62,1.0,0.4970780909061432,0.6691175699234009,0.55710768699646,0.783264696598053,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,63,1.0,0.49682703614234924,0.668943464756012,0.5574137568473816,0.7834419012069702,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,64,1.0,0.49665567278862,0.6690390706062317,0.5574421286582947,0.7833823561668396,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,65,1.0,0.49691933393478394,0.6691446304321289,0.5574839115142822,0.7833241820335388,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,66,1.0,0.4969780147075653,0.6691682934761047,0.5571408271789551,0.7829417586326599,ridge_v10_3894e520-6775-5aa3-80f0-8a05cd35c01d_multi_h001-100.joblib
