location_id,location_name,target,h,alpha,val_mae,val_rmse,test_mae,test_rmse,model
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,1,1.0,9.881021499633789,15.649273872375488,9.389517784118652,15.206371307373047,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,2,1.0,13.715059280395508,19.8016414642334,13.245682716369629,19.50064468383789,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,3,1.0,15.964306831359863,22.045499801635742,15.556917190551758,21.798627853393555,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,4,1.0,17.491947174072266,23.54383659362793,17.099512100219727,23.244014739990234,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,5,1.0,18.61857032775879,24.685060501098633,18.243398666381836,24.255084991455078,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,6,1.0,19.49679946899414,25.578460693359375,19.012283325195312,24.999563217163086,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,7,1.0,20.115406036376953,26.21417236328125,19.607389450073242,25.584075927734375,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,8,1.0,20.565393447875977,26.687904357910156,20.042205810546875,26.02812385559082,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,9,1.0,20.861385345458984,27.01506996154785,20.397689819335938,26.387948989868164,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,10,1.0,21.1002197265625,27.29155921936035,20.663301467895508,26.644872665405273,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,11,1.0,21.291032791137695,27.53218650817871,20.83712387084961,26.813657760620117,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,12,1.0,21.453142166137695,27.74140739440918,21.000356674194336,26.949878692626953,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,13,1.0,21.589540481567383,27.903278350830078,21.10270118713379,27.0528507232666,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,14,1.0,21.712562561035156,28.03839874267578,21.186962127685547,27.191804885864258,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,15,1.0,21.86696434020996,28.19210433959961,21.258281707763672,27.32265853881836,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,16,1.0,22.005489349365234,28.358434677124023,21.31403923034668,27.434917449951172,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,17,1.0,22.10365104675293,28.474424362182617,21.384140014648438,27.55839729309082,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,18,1.0,22.221466064453125,28.573301315307617,21.458345413208008,27.66781234741211,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,19,1.0,22.348390579223633,28.681779861450195,21.54887580871582,27.77968978881836,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,20,1.0,22.477291107177734,28.817380905151367,21.64178466796875,27.910968780517578,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,21,1.0,22.592981338500977,28.91874122619629,21.769020080566406,28.050718307495117,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,22,1.0,22.69623374938965,28.989761352539062,21.93520164489746,28.191829681396484,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,23,1.0,22.89327621459961,29.16413116455078,22.153614044189453,28.35902976989746,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,24,1.0,23.158693313598633,29.388280868530273,22.354612350463867,28.50663185119629,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,25,1.0,23.49188804626465,29.652008056640625,22.687484741210938,28.722126007080078,ridge_cloud_8a3dd815-a267-514a-94c4-d1cf7efd5019_multi_h001-100.joblib
