location_id,location_name,target,status,n_rows,test_mae_mean,test_rmse_mean
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,press,ok,100,2.4577684873342514,3.322423986196518
f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong,press,ok,100,2.3351852864027025,3.181527823805809
2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh,press,ok,100,2.2832619932293894,3.1363913547992706
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,press,ok,100,2.527541435956955,3.3661503273248674
61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang,press,ok,100,2.4592930653691294,3.296279234290123
20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen,press,ok,100,2.5004805102944374,3.3660690063238143
2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa,press,ok,100,2.3837910732626915,3.241337221860886
23e910e1-e423-5858-a7cf-8f9959f7f977,nghean,press,ok,100,2.1149741145968437,2.886329864859581
a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh,press,ok,100,2.298186210989952,3.2268299621343615
8a329641-ca56-5257-95d6-168b9726b411,hue,press,ok,100,1.8719532525539397,2.5473713064193726
278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang,press,ok,100,1.8099904480576514,2.416459782719612
59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam,press,ok,100,1.7822590073943139,2.3803182199597357
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,press,ok,100,1.3075244134664536,1.7140944170951844
d9731703-f025-5cf2-bef7-073fb52b7baf,ninhthuan,press,ok,100,1.1756601974368095,1.5242165327072144
af8535bd-79af-54b1-a483-cc8b9d95ed53,gialai,press,ok,100,1.0982240751385688,1.4801880413293838
c6e8add8-26f8-5e9f-aa37-08760ea9a019,daklak,press,ok,100,1.0875252543389797,1.423072256743908
271a23fd-9dad-5b0c-b930-f016d1984f17,lamdong,press,ok,100,0.9543899485468864,1.2375562477111817
92330f85-61cb-52c3-80e2-8382291864f8,hcmc,press,ok,100,0.9780069321393967,1.2428402125835418
0c474d61-9e2a-5498-a267-d438d5203428,dongnai,press,ok,100,0.9801961427927017,1.2447523626685142
128ae12a-3284-5a3a-9c26-e0201fc3dcf0,cantho,press,ok,100,0.9350433899462223,1.1944514226913452
