target,horizon_bin,mae_mean,rmse_mean
v10,1-24,0.7885346002255876,1.0878343710054954
v10,25-48,1.0117517919590076,1.3643052047739426
v10,49-72,1.0857046843195954,1.445349491884311
v10,73-100,1.1034794236932481,1.4633851224822658
