location_id,location_name,target,status,n_rows,test_mae_mean,test_rmse_mean
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,rh,ok,100,7.158009834289551,9.382012073993684
f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong,rh,ok,100,6.523281873464584,8.718260221481323
2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh,rh,ok,100,7.649744040966034,10.347742989063264
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,rh,ok,100,7.812428152561187,10.043714606761933
61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang,rh,ok,100,6.816854274272918,9.061996703147889
20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen,rh,ok,100,7.554633510112763,10.155185027122497
2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa,rh,ok,100,7.241760110855102,9.295409271717071
23e910e1-e423-5858-a7cf-8f9959f7f977,nghean,rh,ok,100,7.6508486413955685,9.788128867149354
a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh,rh,ok,100,6.8746906089782716,8.758700759410859
8a329641-ca56-5257-95d6-168b9726b411,hue,rh,ok,100,5.920372226238251,7.785147721767426
278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang,rh,ok,100,5.344081151485443,7.130601367950439
59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam,rh,ok,100,5.254717570543289,7.068717794418335
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,rh,ok,100,4.907641705274582,6.792000770568848
d9731703-f025-5cf2-bef7-073fb52b7baf,ninhthuan,rh,ok,100,5.586043132543564,7.257571535110474
af8535bd-79af-54b1-a483-cc8b9d95ed53,gialai,rh,ok,100,5.0958622968196865,6.91671813249588
c6e8add8-26f8-5e9f-aa37-08760ea9a019,daklak,rh,ok,100,5.1144615125656125,7.011211977005005
271a23fd-9dad-5b0c-b930-f016d1984f17,lamdong,rh,ok,100,5.753271951675415,8.035517280101777
92330f85-61cb-52c3-80e2-8382291864f8,hcmc,rh,ok,100,5.3407585191726685,7.376297390460968
0c474d61-9e2a-5498-a267-d438d5203428,dongnai,rh,ok,100,4.766174726486206,6.649398941993713
128ae12a-3284-5a3a-9c26-e0201fc3dcf0,cantho,rh,ok,100,4.609689528942108,6.372982332706451
