target,horizon_bin,mae_mean,rmse_mean,f1_mean
rain,1-24,0.35239630214249096,1.0668935312579075,0.6603220618979863
rain,25-48,0.3995236435905099,1.1087097755322852,0.5852926175570998
rain,49-72,0.4095592985550563,1.11675722549359,0.560672322511578
rain,73-100,0.4095589339999216,1.117131675354072,0.5538177534598352
