target,horizon_bin,mae_mean,rmse_mean
temp,1-24,0.8443357153485218,1.1550059586763382
temp,25-48,1.2129014749079943,1.629579558968544
temp,49-72,1.4261567239960036,1.8914681548873584
temp,73-100,1.521054393691676,2.0053391648190364
