target,horizon_bin,mae_mean,rmse_mean
press,1-24,0.9127191990613938,1.2670037557060518
press,25-48,1.7348886517186959,2.3335429467260838
press,49-72,2.102129492163658,2.8021026186645033
press,73-100,2.2397349987711226,2.9814183648143495
