location_id,location_name,target,status,n_rows,test_mae_mean,test_rmse_mean
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,temp,ok,100,1.6695801556110381,2.212861510515213
f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong,temp,ok,100,1.5389987355470658,2.06873245716095
2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh,temp,ok,100,1.4684927859902381,1.9812300616502763
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,temp,ok,100,1.5899147507548332,2.0767070293426513
61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang,temp,ok,100,1.4753064593672753,1.9325253701210021
20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen,temp,ok,100,1.6487881168723106,2.1461724394559862
2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa,temp,ok,100,1.6420330727100372,2.189262085556984
23e910e1-e423-5858-a7cf-8f9959f7f977,nghean,temp,ok,100,1.7464203959703446,2.3531224501132963
a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh,temp,ok,100,1.5428019961714745,2.0392263999581335
8a329641-ca56-5257-95d6-168b9726b411,hue,temp,ok,100,1.2795138719677925,1.7288997015357017
278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang,temp,ok,100,1.1134155842661857,1.502837381362915
59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam,temp,ok,100,1.1660200875997544,1.5733018851280212
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,temp,ok,100,0.9410601565241814,1.2610622316598892
d9731703-f025-5cf2-bef7-073fb52b7baf,ninhthuan,temp,ok,100,0.9170468458533287,1.2179241627454758
af8535bd-79af-54b1-a483-cc8b9d95ed53,gialai,temp,ok,100,1.0165741631388665,1.362860276699066
c6e8add8-26f8-5e9f-aa37-08760ea9a019,daklak,temp,ok,100,1.0303117620944977,1.3926000607013702
271a23fd-9dad-5b0c-b930-f016d1984f17,lamdong,temp,ok,100,0.8856087455153465,1.1865291970968246
92330f85-61cb-52c3-80e2-8382291864f8,hcmc,temp,ok,100,0.9102628093957901,1.2188914358615874
0c474d61-9e2a-5498-a267-d438d5203428,dongnai,temp,ok,100,0.8377588602900505,1.1293565338850022
128ae12a-3284-5a3a-9c26-e0201fc3dcf0,cantho,temp,ok,100,0.8182860374450683,1.100854280591011
