location_id,location_name,target,status,n_rows,test_mae_mean,test_rmse_mean
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,cloud,ok,100,27.517254810333252,33.2604801940918
f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong,cloud,ok,100,28.45773995399475,33.94555402755737
2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh,cloud,ok,100,28.427149143218994,33.848153343200686
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,ok,100,24.278845329284668,29.364354972839354
61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang,cloud,ok,100,25.64516387939453,31.055253496170042
20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen,cloud,ok,100,27.398155126571655,33.02398420333862
2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa,cloud,ok,100,25.685976419448853,31.530473499298097
23e910e1-e423-5858-a7cf-8f9959f7f977,nghean,cloud,ok,100,25.11733931541443,30.831964645385742
a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh,cloud,ok,100,25.22209797859192,30.764365558624267
8a329641-ca56-5257-95d6-168b9726b411,hue,cloud,ok,100,25.324749088287355,30.572443103790285
278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang,cloud,ok,100,25.079745531082153,30.020159645080568
59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam,cloud,ok,100,23.483724536895753,28.724731578826905
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,cloud,ok,100,23.086686229705812,29.20766031265259
d9731703-f025-5cf2-bef7-073fb52b7baf,ninhthuan,cloud,ok,100,26.39438349723816,31.73822189331055
af8535bd-79af-54b1-a483-cc8b9d95ed53,gialai,cloud,ok,100,23.36072048187256,29.534551200866698
c6e8add8-26f8-5e9f-aa37-08760ea9a019,daklak,cloud,ok,100,22.372165756225584,28.33137548446655
271a23fd-9dad-5b0c-b930-f016d1984f17,lamdong,cloud,ok,100,20.32197615623474,26.679896907806395
92330f85-61cb-52c3-80e2-8382291864f8,hcmc,cloud,ok,100,21.58536066055298,28.45071565628052
0c474d61-9e2a-5498-a267-d438d5203428,dongnai,cloud,ok,100,21.87123381614685,28.59331911087036
128ae12a-3284-5a3a-9c26-e0201fc3dcf0,cantho,cloud,ok,100,21.40281163215637,28.321974143981933
