target,horizon_bin,mae_mean,rmse_mean
u10,1-24,0.8006894136468569,1.1001469785347582
u10,25-48,1.0024054018780588,1.3571732255319753
u10,49-72,1.0806549831603964,1.44790454916656
u10,73-100,1.11717947189297,1.491405713558197
