target,horizon_bin,n_horizons,mae_mean,rmse_mean,f1_mean,prec_mean,rec_mean,location_id,location_name
rain,1-24,24,0.3957040049135685,1.144889662663142,0.6175575532249429,0.5203560137296561,0.7677982613905421,55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi
rain,25-48,24,0.46531393254796666,1.1880159974098206,0.5243271300007061,0.4099871108964179,0.7309652278174171,55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi
rain,49-72,24,0.5012938641011715,1.20571864147981,0.4892764622186741,0.36917909119088393,0.7294289568342044,55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi
rain,73-100,28,0.5004045409815652,1.2081053597586495,0.4740495981428095,0.3587744435006589,0.7051965570397652,55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi
rain,1-24,24,0.3145701723794142,0.8705004950364431,0.6164331393661017,0.5321923353852187,0.7356271043767327,f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong
rain,25-48,24,0.3649942067762216,0.91246114919583,0.5350262975513207,0.43702487011636043,0.6925084175080677,f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong
rain,49-72,24,0.3737024913231532,0.9199645792444547,0.5158515932652492,0.4192875456642507,0.673253367003027,f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong
rain,73-100,28,0.38245089671441485,0.9188446274825505,0.5157246943200099,0.40749386533842535,0.7055916305912743,f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong
rain,1-24,24,0.3361793930331866,0.9180852894981703,0.6481887220821413,0.5693607941977911,0.7570988949500249,2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh
rain,25-48,24,0.38898977264761925,0.961076632142067,0.5766649697159196,0.4779328564842235,0.7304168415159896,2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh
rain,49-72,24,0.4050205585857232,0.9702444647749265,0.5560754435108262,0.4517398997538213,0.7260106308571578,2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh
rain,73-100,28,0.39692783462149756,0.964522476707186,0.554062017222846,0.4530783207155148,0.7163539356150702,2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh
rain,1-24,24,0.3293150085955858,0.881206768254439,0.6571395111282748,0.5781527027514503,0.7676747839745611,8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai
rain,25-48,24,0.3951452312370141,0.9156794746716818,0.5788670325917525,0.46434682327855636,0.7729058464032104,8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai
rain,49-72,24,0.41150451451539993,0.9255075454711914,0.5601154206654443,0.4446604591413292,0.7597779088047328,8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai
rain,73-100,28,0.41654726543596815,0.9254295187337058,0.5483176891033535,0.4337263739599871,0.748362060530735,8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai
rain,1-24,24,0.36634307851394016,1.0167601083715756,0.6804365076050068,0.6042890382633352,0.78439666314154,61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang
rain,25-48,24,0.44352180262406665,1.0554342766602833,0.5870316184987145,0.4749644785720628,0.7741892844551378,61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang
rain,49-72,24,0.4763972920676072,1.0664410442113876,0.557785486858028,0.4354173750405355,0.7792856303604349,61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang
rain,73-100,28,0.4842101143939154,1.0652973566736494,0.5596245312768574,0.43063125970326716,0.8026109237611775,61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang
rain,1-24,24,0.3758687327305476,1.0504595041275024,0.6324658141278059,0.552347428155589,0.7463775951553865,20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen
rain,25-48,24,0.4486703003446261,1.0864415417114894,0.5462624496096083,0.43078586483946363,0.7499999999996755,20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen
rain,49-72,24,0.47740956644217175,1.0988397200902302,0.5108153629995459,0.3919297775049328,0.7353481833906854,20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen
rain,73-100,28,0.47236975388867514,1.1018889163221632,0.48629870384083235,0.3790893603662736,0.6810584527925873,20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen
rain,1-24,24,0.4148009344935417,1.4063337097565334,0.618188379102837,0.5361942227045232,0.7347817460313962,2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa
rain,25-48,24,0.4886352866888046,1.450842057665189,0.5023432232498305,0.4005760582505542,0.6788095238092007,2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa
rain,49-72,24,0.49907198299964267,1.4650674164295197,0.4726530241469788,0.3776160832125535,0.6318452380949372,2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa
rain,73-100,28,0.5078879499009678,1.4621931059019906,0.4695667047472344,0.3693456784157239,0.6514115646255402,2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa
rain,1-24,24,0.3260061964392662,1.061879724264145,0.6107098939519346,0.5660112868338727,0.666405873856203,23e910e1-e423-5858-a7cf-8f9959f7f977,nghean
rain,25-48,24,0.38147124151388806,1.118802751104037,0.48146919258297444,0.42052124700256704,0.5664219226445676,23e910e1-e423-5858-a7cf-8f9959f7f977,nghean
rain,49-72,24,0.38591556375225383,1.1241576423247654,0.4421647220411287,0.3898889387335198,0.5152463489004099,23e910e1-e423-5858-a7cf-8f9959f7f977,nghean
rain,73-100,28,0.40986443417412893,1.121932749237333,0.45303704494927693,0.3688697479084167,0.5935243139140136,23e910e1-e423-5858-a7cf-8f9959f7f977,nghean
rain,1-24,24,0.425562950472037,1.3120164672533672,0.6842195782835502,0.6261481688304124,0.7569840249857586,a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh
rain,25-48,24,0.5403957739472389,1.428710068265597,0.5485090006685825,0.4414867138011879,0.7279562952431652,a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh
rain,49-72,24,0.5828221887350082,1.4492338051398594,0.5083719087348503,0.39178464887128933,0.7277859856476455,a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh
rain,73-100,28,0.5755108083997454,1.4475593779768263,0.4979048779011257,0.3889260315074952,0.6943657307484711,a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh
rain,1-24,24,0.40677574028571445,1.2769480148951213,0.7110314688786027,0.685702989623146,0.7405836562178362,8a329641-ca56-5257-95d6-168b9726b411,hue
rain,25-48,24,0.4698197916150093,1.3632087757190068,0.6247217791760172,0.5791505382032635,0.6794415159289633,8a329641-ca56-5257-95d6-168b9726b411,hue
rain,49-72,24,0.47316981852054596,1.375098039706548,0.5851822179083236,0.5548150617903023,0.6208932584783539,8a329641-ca56-5257-95d6-168b9726b411,hue
rain,73-100,28,0.4689290959920202,1.375447439295905,0.5762229575487335,0.5548122491249695,0.6003805967045565,8a329641-ca56-5257-95d6-168b9726b411,hue
rain,1-24,24,0.39198169608910877,1.394671122233073,0.6729379594919166,0.6083346802687588,0.758420625016711,278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang
rain,25-48,24,0.449827974041303,1.464136928319931,0.5899074253435269,0.5029505382533443,0.7153883954764734,278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang
rain,49-72,24,0.4295983538031578,1.4747748970985413,0.5509279306982807,0.5217914154716532,0.5850624993096377,278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang
rain,73-100,28,0.41952287192855564,1.4771228177206857,0.5198471562908044,0.530554281458831,0.512493168724568,278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang
rain,1-24,24,0.4171142416695754,1.1886232470472653,0.7109001984577475,0.6677432727414789,0.7624281098400457,59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam
rain,25-48,24,0.4915960418681304,1.2748134185870488,0.6302396207933386,0.5498649416864391,0.7400522301007855,59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam
rain,49-72,24,0.4934125604728858,1.2839361677567165,0.5892255130006998,0.5252099137926937,0.6738233843883498,59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam
