target,horizon_bin,mae_mean,rmse_mean
v10,1-24,0.7917483521625399,1.0928141127030053
v10,25-48,1.0206234669933716,1.376049342006445
v10,49-72,1.0936919094994664,1.4569872959206502
v10,73-100,1.1089109922094005,1.470714000825371
