target,horizon_bin,n_horizons,mae_mean,rmse_mean,location_id,location_name
v10,1-24,24,1.0308924900988738,1.3884811451037724,55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi
v10,25-48,24,1.5158448268969853,1.9419509420792262,55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi
v10,49-72,24,1.669485832254092,2.0821822683016458,55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi
v10,73-100,28,1.703475764819554,2.1003904598099843,55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi
v10,1-24,24,0.8640413358807564,1.198862445851167,f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong
v10,25-48,24,1.192579910159111,1.583473265171051,f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong
v10,49-72,24,1.3138201038042705,1.698952282468478,f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong
v10,73-100,28,1.3396074346133642,1.7170633971691132,f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong
v10,1-24,24,0.9943287620941798,1.3893462096651394,2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh
v10,25-48,24,1.4030224531888962,1.8519274443387985,2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh
v10,49-72,24,1.528884842991829,1.9732134640216827,2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh
v10,73-100,28,1.547452130487987,1.9810128467423576,2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh
v10,1-24,24,0.4097249507904053,0.549731720238924,8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai
v10,25-48,24,0.4486258663237095,0.5990541726350784,8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai
v10,49-72,24,0.45600301151474315,0.6079844310879707,8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai
v10,73-100,28,0.4614776777369635,0.6147161998919078,8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai
v10,1-24,24,0.5236084995170435,0.7045727049311002,61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang
v10,25-48,24,0.5775620316465696,0.7669501403967539,61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang
v10,49-72,24,0.5878254473209381,0.7778533746798834,61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang
v10,73-100,28,0.5880542780671801,0.7762681501252311,61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang
v10,1-24,24,0.9270293563604355,1.2389291649063428,20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen
v10,25-48,24,1.2404611607392628,1.5914468467235565,20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen
v10,49-72,24,1.3190347303946812,1.6598622401555378,20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen
v10,73-100,28,1.335557975939342,1.6726124116352625,20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen
v10,1-24,24,1.1050704630712669,1.532928856710593,2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa
v10,25-48,24,1.575945883989334,2.0873610575993857,2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa
v10,49-72,24,1.7291299949089687,2.226330896218618,2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa
v10,73-100,28,1.7663795692580087,2.261867497648512,2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa
v10,1-24,24,0.6422684639692307,0.9521966874599457,23e910e1-e423-5858-a7cf-8f9959f7f977,nghean
v10,25-48,24,0.7473189756274223,1.0892514636119206,23e910e1-e423-5858-a7cf-8f9959f7f977,nghean
v10,49-72,24,0.7712047273914019,1.1156598875919979,23e910e1-e423-5858-a7cf-8f9959f7f977,nghean
v10,73-100,28,0.7706762360674995,1.1152994930744171,23e910e1-e423-5858-a7cf-8f9959f7f977,nghean
v10,1-24,24,1.1088426758845646,1.6669904564817746,a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh
v10,25-48,24,1.4737977087497711,2.1124520301818848,a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh
v10,49-72,24,1.5529967496792476,2.1980318824450173,a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh
v10,73-100,28,1.563616224697658,2.2084117020879472,a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh
v10,1-24,24,0.8776938629647096,1.2503390262524288,8a329641-ca56-5257-95d6-168b9726b411,hue
v10,25-48,24,1.0800213267405827,1.5103414555390675,8a329641-ca56-5257-95d6-168b9726b411,hue
v10,49-72,24,1.1209491143623989,1.558430552482605,8a329641-ca56-5257-95d6-168b9726b411,hue
v10,73-100,28,1.1186737375599998,1.5577535246099745,8a329641-ca56-5257-95d6-168b9726b411,hue
v10,1-24,24,0.959418191264073,1.3420324896772702,278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang
v10,25-48,24,1.2993806600570679,1.7842145413160324,278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang
v10,49-72,24,1.4105932762225468,1.8897297581036885,278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang
v10,73-100,28,1.4318790648664748,1.9015118266854967,278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang
v10,1-24,24,0.7550427963336309,1.1059055974086125,59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam
v10,25-48,24,0.9431185945868492,1.38409457107385,59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam
v10,49-72,24,0.9860376566648483,1.4426189363002777,59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam
v10,73-100,28,0.9930734549249921,1.4475437487874712,59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam
v10,1-24,24,0.449779203782479,0.6326505020260811,3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa
v10,25-48,24,0.5208003905912241,0.7449743077158928,3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa
v10,49-72,24,0.5455564757188162,0.7802345529198647,3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa
v10,73-100,28,0.5498094665152686,0.783258706331253,3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa
v10,1-24,24,0.801848134646813,1.1151919762293498,d9731703-f025-5cf2-bef7-073fb52b7baf,ninhthuan
v10,25-48,24,1.061107595761617,1.4586961666742961,d9731703-f025-5cf2-bef7-073fb52b7baf,ninhthuan
v10,49-72,24,1.1675385733445485,1.6024061093727748,d9731703-f025-5cf2-bef7-073fb52b7baf,ninhthuan
v10,73-100,28,1.1934318925653185,1.6351152743612016,d9731703-f025-5cf2-bef7-073fb52b7baf,ninhthuan
v10,1-24,24,0.7074358674387137,0.9377696265776952,af8535bd-79af-54b1-a483-cc8b9d95ed53,gialai
v10,25-48,24,0.9182155281305313,1.2242210457722347,af8535bd-79af-54b1-a483-cc8b9d95ed53,gialai
v10,49-72,24,1.0124899446964264,1.3556088854869206,af8535bd-79af-54b1-a483-cc8b9d95ed53,gialai
v10,73-100,28,1.0454117017132896,1.3977506714207786,af8535bd-79af-54b1-a483-cc8b9d95ed53,gialai
v10,1-24,24,0.6445214164753755,0.857518749932448,c6e8add8-26f8-5e9f-aa37-08760ea9a019,daklak
v10,25-48,24,0.7392527759075165,0.9632909422119459,c6e8add8-26f8-5e9f-aa37-08760ea9a019,daklak
v10,49-72,24,0.7777997627854347,1.0044742251435916,c6e8add8-26f8-5e9f-aa37-08760ea9a019,daklak
v10,73-100,28,0.7928887605667114,1.0197251013347082,c6e8add8-26f8-5e9f-aa37-08760ea9a019,daklak
v10,1-24,24,0.7348982393741608,0.979591365903616,271a23fd-9dad-5b0c-b930-f016d1984f17,lamdong
v10,25-48,24,0.9972810273369154,1.3498453696568806,271a23fd-9dad-5b0c-b930-f016d1984f17,lamdong
v10,49-72,24,1.076563522219658,1.4577345351378124,271a23fd-9dad-5b0c-b930-f016d1984f17,lamdong
v10,73-100,28,1.0804509392806463,1.4558812464986528,271a23fd-9dad-5b0c-b930-f016d1984f17,lamdong
v10,1-24,24,0.769895372291406,1.0150166178743045,92330f85-61cb-52c3-80e2-8382291864f8,hcmc
v10,25-48,24,0.8985028316577276,1.1750569144884746,92330f85-61cb-52c3-80e2-8382291864f8,hcmc
v10,49-72,24,0.9547902395327886,1.251803810397784,92330f85-61cb-52c3-80e2-8382291864f8,hcmc
v10,73-100,28,0.9701024293899536,1.2694404976708549,92330f85-61cb-52c3-80e2-8382291864f8,hcmc
v10,1-24,24,0.8419816655417284,1.0961583877603214,0c474d61-9e2a-5498-a267-d438d5203428,dongnai
v10,25-48,24,0.9851544400056204,1.2673474550247192,0c474d61-9e2a-5498-a267-d438d5203428,dongnai
v10,49-72,24,1.0395445674657822,1.336732844511668,0c474d61-9e2a-5498-a267-d438d5203428,dongnai
v10,73-100,28,1.0578312362943376,1.358720702784402,0c474d61-9e2a-5498-a267-d438d5203428,dongnai
v10,1-24,24,0.686645295470953,0.9020685230692228,128ae12a-3284-5a3a-9c26-e0201fc3dcf0,cantho
v10,25-48,24,0.7944753517707189,1.0350367079178493,128ae12a-3284-5a3a-9c26-e0201fc3dcf0,cantho
v10,49-72,24,0.853589616715908,1.1199009815851848,128ae12a-3284-5a3a-9c26-e0201fc3dcf0,cantho
v10,73-100,28,0.8683698688234601,1.139936557837895,128ae12a-3284-5a3a-9c26-e0201fc3dcf0,cantho
