target,horizon_bin,n_horizons,mae_mean,rmse_mean,location_id,location_name
cloud,1-24,24,21.889035900433857,29.225759983062744,55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi
cloud,25-48,24,28.06924279530843,33.903210163116455,55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi
cloud,49-72,24,29.753840525945026,35.01936483383179,55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi
cloud,73-100,28,30.26731320789882,35.493858746119905,55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi
cloud,1-24,24,22.353150010108948,29.409405787785847,f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong
cloud,25-48,24,28.949563423792522,34.53215948740641,f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong
cloud,49-72,24,30.985630591710407,35.90808089574178,f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong
cloud,73-100,28,31.396256378718785,36.18190424782889,f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong
cloud,1-24,24,22.434168020884197,29.45602536201477,2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh
cloud,25-48,24,29.118579546610516,34.87272675832113,2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh
cloud,49-72,24,30.86537178357442,35.940527280171715,2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh
cloud,73-100,28,31.531051090785436,36.38270459856306,2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh
cloud,1-24,24,19.220367948214214,25.4629647731781,8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai
cloud,25-48,24,24.913976669311523,29.939311663309734,8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai
cloud,49-72,24,26.641559998194378,31.331304947535198,8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai
cloud,73-100,28,27.191897664751327,32.053776264190674,8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai
cloud,1-24,24,19.984819610913593,26.4861745039622,61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang
cloud,25-48,24,26.016645510991413,31.437408685684204,61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang
cloud,49-72,24,27.9911691347758,33.112332026163735,61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang
cloud,73-100,28,28.809002808162145,33.929743085588726,61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang
cloud,1-24,24,21.549309372901917,28.90764307975769,20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen
cloud,25-48,24,27.663291692733765,33.59539222717285,20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen
cloud,49-72,24,29.695322910944622,34.97719923655192,20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen
cloud,73-100,28,30.179466792515345,35.4853184563773,20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen
cloud,1-24,24,20.26704482237498,27.752857049306233,2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa
cloud,25-48,24,25.8877059618632,31.857383648554485,2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa
cloud,49-72,24,27.943032185236614,33.16519753138224,2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa
cloud,73-100,28,28.638725417000906,33.6341871534075,2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa
cloud,1-24,24,20.088223735491436,27.336291233698528,23e910e1-e423-5858-a7cf-8f9959f7f977,nghean
cloud,25-48,24,25.440375566482544,31.406110366185505,23e910e1-e423-5858-a7cf-8f9959f7f977,nghean
cloud,49-72,24,27.17572768529256,32.406798362731934,23e910e1-e423-5858-a7cf-8f9959f7f977,nghean
cloud,73-100,28,27.76733888898577,32.954833711896626,23e910e1-e423-5858-a7cf-8f9959f7f977,nghean
cloud,1-24,24,20.062135815620422,27.141002893447876,a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh
cloud,25-48,24,25.60212715466817,31.25906030337016,a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh
cloud,49-72,24,27.12439449628194,32.17732818921407,a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh
cloud,73-100,28,27.97743252345494,32.56585121154785,a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh
cloud,1-24,24,20.316139618555706,27.08739995956421,8a329641-ca56-5257-95d6-168b9726b411,hue
cloud,25-48,24,25.63630199432373,31.106374899546307,8a329641-ca56-5257-95d6-168b9726b411,hue
cloud,49-72,24,27.441484848658245,32.29872361818949,8a329641-ca56-5257-95d6-168b9726b411,hue
cloud,73-100,28,28.580842426845006,33.281297411237446,8a329641-ca56-5257-95d6-168b9726b411,hue
cloud,1-24,24,20.58918023109436,26.65565498669942,278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang
cloud,25-48,24,25.257768948872883,30.094562292099,278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang
cloud,49-72,24,27.146113395690918,31.408297856648762,278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang
cloud,73-100,28,28.316848618643625,32.40058026994978,278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang
