location_id,location_name,target,h,device,best_iter,test_mae,test_rmse,model
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,1,cuda,130,0.35266631841659546,0.4876512885093689,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h001.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,2,cuda,123,0.45437654852867126,0.6223748326301575,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h002.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,3,cuda,87,0.49690181016921997,0.6862114071846008,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h003.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,4,cuda,121,0.5180867314338684,0.7250130772590637,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h004.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,5,cuda,145,0.5309532284736633,0.7462852597236633,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h005.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,6,cuda,118,0.539241373538971,0.7559264302253723,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h006.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,7,cuda,79,0.547177255153656,0.7661837339401245,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h007.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,8,cuda,91,0.5484177470207214,0.7708240151405334,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h008.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,9,cuda,69,0.5515103340148926,0.7733473181724548,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h009.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,10,cuda,55,0.5520728230476379,0.7701403498649597,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h010.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,11,cuda,60,0.5555647015571594,0.7756242156028748,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h011.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,12,cuda,74,0.5521718263626099,0.7702706456184387,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h012.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,13,cuda,56,0.5590720772743225,0.7768532633781433,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h013.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,14,cuda,97,0.55877685546875,0.7814242243766785,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h014.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,15,cuda,62,0.5584202408790588,0.7799105644226074,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h015.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,16,cuda,50,0.5588377714157104,0.7777819633483887,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h016.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,17,cuda,76,0.5599873661994934,0.7823135256767273,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h017.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,18,cuda,47,0.5640723705291748,0.7849001884460449,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h018.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,19,cuda,53,0.5641558170318604,0.7842471599578857,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h019.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,20,cuda,78,0.5639089941978455,0.7878609895706177,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h020.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,21,cuda,82,0.5636531710624695,0.7870427966117859,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h021.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,22,cuda,58,0.5640458464622498,0.787662148475647,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h022.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,23,cuda,65,0.5666677951812744,0.7909237146377563,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h023.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,24,cuda,55,0.568939745426178,0.7950295805931091,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h024.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,25,cuda,72,0.5764017701148987,0.8058540225028992,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h025.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,26,cuda,90,0.5855106711387634,0.8194878697395325,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h026.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,27,cuda,53,0.5946982502937317,0.8326108455657959,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h027.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,28,cuda,49,0.5988972187042236,0.8434663414955139,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h028.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,29,cuda,61,0.601243793964386,0.8503326773643494,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h029.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,30,cuda,85,0.6004796028137207,0.8495150208473206,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h030.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,31,cuda,52,0.6048328280448914,0.8519598245620728,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h031.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,32,cuda,61,0.60444176197052,0.8534374833106995,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h032.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,33,cuda,51,0.6096343398094177,0.8609550595283508,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h033.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,34,cuda,54,0.6105390191078186,0.860697865486145,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h034.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,35,cuda,55,0.6114457845687866,0.8618651628494263,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h035.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,36,cuda,48,0.6117243766784668,0.8626593947410583,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h036.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,37,cuda,52,0.6135165691375732,0.8643452525138855,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h037.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,38,cuda,45,0.6150497794151306,0.8680912256240845,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h038.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,39,cuda,48,0.6149367094039917,0.8664037585258484,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h039.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,40,cuda,46,0.6170605421066284,0.8685871958732605,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h040.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,41,cuda,46,0.6171183586120605,0.8665969371795654,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h041.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,42,cuda,51,0.6147679090499878,0.8659515976905823,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h042.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,43,cuda,55,0.618899405002594,0.8737586140632629,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h043.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,44,cuda,50,0.6182314157485962,0.8742783069610596,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h044.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,45,cuda,53,0.6227253079414368,0.8794854879379272,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h045.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,46,cuda,68,0.6205067038536072,0.8789398074150085,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h046.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,47,cuda,49,0.6219939589500427,0.8788477778434753,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h047.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,48,cuda,54,0.6205700635910034,0.8811275959014893,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h048.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,49,cuda,93,0.6295992136001587,0.8923738598823547,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h049.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,50,cuda,62,0.6329147815704346,0.8984060883522034,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h050.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,51,cuda,54,0.6332772374153137,0.8983766436576843,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h051.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,52,cuda,64,0.6372433304786682,0.9066101908683777,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h052.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,53,cuda,73,0.6352258920669556,0.9042636752128601,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h053.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,54,cuda,63,0.6350051760673523,0.9059231281280518,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h054.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,55,cuda,65,0.6364758610725403,0.9077749848365784,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h055.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,56,cuda,50,0.63829106092453,0.9093822240829468,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h056.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,57,cuda,65,0.6386172771453857,0.9114425182342529,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h057.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,58,cuda,49,0.6392760276794434,0.9110695123672485,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h058.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,59,cuda,50,0.6393543481826782,0.9131979942321777,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h059.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,60,cuda,44,0.6423637270927429,0.9197804927825928,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h060.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,61,cuda,48,0.6413393020629883,0.9183793663978577,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h061.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,62,cuda,59,0.6433666348457336,0.9211317300796509,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h062.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,63,cuda,56,0.6465568542480469,0.9258462190628052,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h063.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,64,cuda,50,0.6446244120597839,0.922325074672699,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h064.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,65,cuda,57,0.6431366205215454,0.9187585711479187,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h065.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,66,cuda,64,0.6468001008033752,0.9239251613616943,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h066.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,67,cuda,63,0.648412823677063,0.9290335178375244,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h067.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,68,cuda,59,0.6476231217384338,0.9242943525314331,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h068.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,69,cuda,66,0.647021472454071,0.9256739020347595,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h069.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,70,cuda,67,0.6480024456977844,0.9299275875091553,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h070.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,71,cuda,52,0.6481545567512512,0.9245909452438354,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h071.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,72,cuda,73,0.6491352915763855,0.9261026978492737,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h072.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,73,cuda,71,0.6526602506637573,0.934768557548523,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h073.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,74,cuda,68,0.6549001336097717,0.9394738674163818,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h074.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,75,cuda,64,0.6560327410697937,0.9439141750335693,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h075.json
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,u10,76,cuda,49,0.6549795866012573,0.9399521350860596,xgb_u10_3894e520-6775-5aa3-80f0-8a05cd35c01d_h076.json
