target,horizon_bin,mae_mean,rmse_mean
u10,1-24,0.8017971420039733,1.101057463636001
u10,25-48,1.0064853989208737,1.3637312397360801
u10,49-72,1.090595377360781,1.4630253110080957
u10,73-100,1.1292134791080441,1.5103914439678192
