target,horizon_bin,mae_mean,rmse_mean
temp,1-24,0.8477828089768688,1.16334159784019
temp,25-48,1.2237956917534272,1.6480815884967643
temp,49-72,1.4338641515622537,1.9066259399056436
temp,73-100,1.5277737735637598,2.0155258006283217
