target,horizon_bin,mae_mean,rmse_mean
rh,1-24,4.643356607357661,6.3491267040371895
rh,25-48,6.186630154649416,8.276852388183276
rh,49-72,6.781469289461772,9.005317413806916
rh,73-100,6.986673704215458,9.250333354302814
