target,horizon_bin,mae_mean,rmse_mean,f1_mean
rain,1-24,0.3560472454875708,1.0725783672183753,0.6523527929389947
rain,25-48,0.4050132013857365,1.1144103869795798,0.5770275425013158
rain,49-72,0.4169270783973237,1.120363105336825,0.5508010094429971
rain,73-100,0.41598356400749514,1.121038671689374,0.5436346843884989
