target,horizon_bin,n_horizons,mae_mean,rmse_mean,f1_mean,prec_mean,rec_mean,location_id,location_name
rain,49-72,24,0.4776883162558079,1.292390411098798,0.5606292610652414,0.5401276268525007,0.5889242511869596,59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam
rain,73-100,28,0.4834491163492203,1.2912981297288622,0.5614677683754717,0.528575165799136,0.6036664254541331,59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam
rain,1-24,24,0.309323713183403,0.9720492238799731,0.6526912957714298,0.6074893515592596,0.707227821062526,3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa
rain,25-48,24,0.3415679708123207,1.0003879045446713,0.5729119618519124,0.5174632664186838,0.643593449366694,3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa
rain,49-72,24,0.36080003281434375,1.0079529136419296,0.553720026964463,0.4766352387262909,0.6624785536926174,3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa
rain,73-100,28,0.35549023002386093,1.009245949132102,0.5594387049103763,0.4947101134226687,0.6453992633691328,3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa
rain,1-24,24,0.2049894959976275,0.7032962888479233,0.5226356050495786,0.4582938040013284,0.612674760853118,d9731703-f025-5cf2-bef7-073fb52b7baf,ninhthuan
rain,25-48,24,0.22979403038819626,0.720159982641538,0.45346054666381086,0.3705699525815432,0.5877970255353201,d9731703-f025-5cf2-bef7-073fb52b7baf,ninhthuan
rain,49-72,24,0.2288027945905923,0.7231573437650999,0.42719271585453605,0.35621967898695034,0.5434269358485897,d9731703-f025-5cf2-bef7-073fb52b7baf,ninhthuan
rain,73-100,28,0.2630839299942766,0.7271896451711655,0.4253282435267486,0.3174451044327781,0.6550482066512056,d9731703-f025-5cf2-bef7-073fb52b7baf,ninhthuan
rain,1-24,24,0.2854620808114608,0.9019475504755974,0.7734740056259368,0.728934490788443,0.8253441053258556,af8535bd-79af-54b1-a483-cc8b9d95ed53,gialai
rain,25-48,24,0.3017800413072109,0.932917907834053,0.7339259375081264,0.695619589090554,0.7775284260918811,af8535bd-79af-54b1-a483-cc8b9d95ed53,gialai
rain,49-72,24,0.3095413421591123,0.9349707737565041,0.7166898478285452,0.6737677673904586,0.7665818615414666,af8535bd-79af-54b1-a483-cc8b9d95ed53,gialai
rain,73-100,28,0.3166712426713535,0.9349637010267803,0.7130320694162391,0.6570471145009711,0.7806323724851314,af8535bd-79af-54b1-a483-cc8b9d95ed53,gialai
rain,1-24,24,0.35730307549238205,1.0365717137853305,0.6799836739807095,0.5928582775653518,0.7988163505363334,c6e8add8-26f8-5e9f-aa37-08760ea9a019,daklak
rain,25-48,24,0.3710557284454505,1.0539971043666203,0.640173802799657,0.5566084996299786,0.7549441258635107,c6e8add8-26f8-5e9f-aa37-08760ea9a019,daklak
rain,49-72,24,0.37192150329550105,1.0613306661446889,0.6176881488878924,0.5450726524538416,0.7137920893983031,c6e8add8-26f8-5e9f-aa37-08760ea9a019,daklak
rain,73-100,28,0.3665946913616998,1.0664107544081551,0.6029348105722151,0.5513862653729679,0.6661549041074674,c6e8add8-26f8-5e9f-aa37-08760ea9a019,daklak
rain,1-24,24,0.2735977787524462,0.954753115773201,0.713397010275958,0.6865514182756147,0.7438535813927807,271a23fd-9dad-5b0c-b930-f016d1984f17,lamdong
rain,25-48,24,0.29232725004355115,0.9779553065697352,0.6641964360721637,0.6260439167382561,0.7088071287004348,271a23fd-9dad-5b0c-b930-f016d1984f17,lamdong
rain,49-72,24,0.2923787670830886,0.9824493825435638,0.6598627112611727,0.6336808108984634,0.6899179168457247,271a23fd-9dad-5b0c-b930-f016d1984f17,lamdong
rain,73-100,28,0.28606785514525007,0.9859158396720886,0.6417078537769717,0.6502224493761147,0.6354130759698986,271a23fd-9dad-5b0c-b930-f016d1984f17,lamdong
rain,1-24,24,0.3828221323589484,1.1331771959861119,0.6378447384587764,0.5936515456578546,0.6912494828296686,92330f85-61cb-52c3-80e2-8382291864f8,hcmc
rain,25-48,24,0.3874112280706565,1.142401362458865,0.605434082702519,0.5732754216605657,0.644684042191459,92330f85-61cb-52c3-80e2-8382291864f8,hcmc
rain,49-72,24,0.3815053589642048,1.1422827939192455,0.5932356239249463,0.5768507040917716,0.6127485805003691,92330f85-61cb-52c3-80e2-8382291864f8,hcmc
rain,73-100,28,0.3818623955760683,1.1419913215296609,0.5919808754551841,0.5703386373317316,0.6170680226996146,92330f85-61cb-52c3-80e2-8382291864f8,hcmc
rain,1-24,24,0.4210409919420878,1.1548944016297658,0.6571471458472772,0.5953682473220424,0.7348665870168319,0c474d61-9e2a-5498-a267-d438d5203428,dongnai
rain,25-48,24,0.4178472285469373,1.162583405772845,0.6301730028639269,0.5911859004446467,0.6769097969925421,0c474d61-9e2a-5498-a267-d438d5203428,dongnai
rain,49-72,24,0.4171946073571841,1.1627139399449031,0.610469168009013,0.5840644457081511,0.6404325735769154,0c474d61-9e2a-5498-a267-d438d5203428,dongnai
rain,73-100,28,0.42130489328077864,1.1642396918364935,0.6011256295959686,0.5718258513031117,0.6346332892680085,0c474d61-9e2a-5498-a267-d438d5203428,dongnai
rain,1-24,24,0.34526179110010463,0.9871861437956492,0.6544778388792345,0.607809181184142,0.7107392358137822,128ae12a-3284-5a3a-9c26-e0201fc3dcf0,cantho
rain,25-48,24,0.3561133146286011,0.9986773207783699,0.6209492776212292,0.5720100295019398,0.6825990875389153,128ae12a-3284-5a3a-9c26-e0201fc3dcf0,cantho
rain,49-72,24,0.3481614552438259,0.99723303069671,0.6151306412397161,0.5863791705528882,0.6490576166203573,128ae12a-3284-5a3a-9c26-e0201fc3dcf0,cantho
rain,73-100,28,0.3444763922265598,0.9987317536558423,0.6119268213720961,0.5919946626861804,0.6344717835717688,128ae12a-3284-5a3a-9c26-e0201fc3dcf0,cantho
