target,horizon_bin,n_horizons,mae_mean,rmse_mean,f1_mean,prec_mean,rec_mean,location_id,location_name
rain,1-24,24,0.4018956956764062,1.1536698738733928,0.6078081029569692,0.511170109719974,0.7598733513186032,55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi
rain,25-48,24,0.4944623683889707,1.1945498486359913,0.5170856230957885,0.3865200381908636,0.7833108513185927,55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi
rain,49-72,24,0.5144806864360968,1.2127076039711635,0.47976694981336365,0.35679896699472663,0.733869154675929,55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi
rain,73-100,28,0.5034486683351653,1.2155500905854362,0.46468413239443856,0.349977028058546,0.6931686793419287,55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi
rain,1-24,24,0.3246952376017968,0.8856267953912417,0.6029822703640775,0.5139638378269913,0.7344696969693261,f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong
rain,25-48,24,0.38225554799040157,0.9292090783516566,0.5137475850465334,0.40941426691928223,0.6920033670030176,f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong
rain,49-72,24,0.387313408156236,0.9276889314254125,0.4927395344921761,0.3889482160566966,0.6744318181814776,f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong
rain,73-100,28,0.40027858316898346,0.9258480476481574,0.49413103050480073,0.3760280024810784,0.7244588744585084,f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong
rain,1-24,24,0.33719570996860665,0.919623759885629,0.6426913858673382,0.5698495520160497,0.7411875786820222,2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh
rain,25-48,24,0.3880242531498273,0.9693802744150162,0.5675404727896736,0.48016140748040453,0.6959714645402032,2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh
rain,49-72,24,0.4168998288611571,0.9773866881926855,0.5496654623477656,0.44094995836955403,0.7309239054410138,2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh
rain,73-100,28,0.41123572630541666,0.9754616618156433,0.5418791671584239,0.43411997994660173,0.7223337929377703,2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh
rain,1-24,24,0.3256708799550931,0.8821621189514796,0.6538380995148089,0.5820785957161315,0.7510801256870577,8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai
rain,25-48,24,0.39517222344875336,0.9174748013416926,0.5727583034758458,0.4602476558380982,0.7604935939035112,8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai
rain,49-72,24,0.40528326481580734,0.9265613382061323,0.553241385947799,0.44365551049978075,0.7380601415091439,8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai
rain,73-100,28,0.4124456580196108,0.9248710764305932,0.5433374597933985,0.4301117755327237,0.7401368512230456,8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai
rain,1-24,24,0.3726134051879247,1.020756666858991,0.675089419550288,0.5928877669181999,0.7912701210195777,61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang
rain,25-48,24,0.4508233852684498,1.0607304374376934,0.58320366191882,0.46856215244630955,0.7768769827279604,61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang
rain,49-72,24,0.47462593019008636,1.0712921917438507,0.5483437854354812,0.4290646275504419,0.761558571260453,61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang
rain,73-100,28,0.47858098787920816,1.0672831875937325,0.5496685692742801,0.42585036047557445,0.7776972889829674,61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang
rain,1-24,24,0.3790258715550105,1.0562029878298442,0.6295772806064602,0.5447042710578837,0.7502703287193988,20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen
rain,25-48,24,0.4512311778962612,1.0915917108456294,0.537367457832259,0.42507247351915706,0.7327710495959922,20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen
rain,49-72,24,0.4876071934898694,1.1027528295914333,0.5051799703929857,0.3837132701721698,0.7427371683964492,20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen
rain,73-100,28,0.4753529301711491,1.1116687570299422,0.46711404439312393,0.3692364332605213,0.6390879881361545,20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen
rain,1-24,24,0.42047123486797017,1.4175673574209213,0.5966988004306196,0.5203988216533609,0.7048214285710929,2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa
rain,25-48,24,0.4936820554236571,1.465537225206693,0.48069733029332884,0.380618229287685,0.6570039682536554,2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa
rain,49-72,24,0.5242583602666855,1.4574703127145767,0.46261764780605824,0.3486901292545785,0.6888690476187196,2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa
rain,73-100,28,0.5231675771730286,1.4555448719433375,0.4561624486177746,0.3447943308017444,0.675748299319406,2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa
rain,1-24,24,0.3320947227378686,1.0647712821761768,0.5971888437361786,0.5504743287755823,0.6559139784943079,23e910e1-e423-5858-a7cf-8f9959f7f977,nghean
rain,25-48,24,0.39595524966716766,1.1256149411201477,0.4743475795861034,0.3996615602435973,0.5852391269456338,23e910e1-e423-5858-a7cf-8f9959f7f977,nghean
rain,49-72,24,0.4133851168056329,1.124421978990237,0.43905612199971705,0.35551992435259666,0.5790804044291867,23e910e1-e423-5858-a7cf-8f9959f7f977,nghean
rain,73-100,28,0.41209372345890316,1.1178184151649475,0.4539777008107791,0.3580280111641138,0.6240284751355409,23e910e1-e423-5858-a7cf-8f9959f7f977,nghean
rain,1-24,24,0.42441408584515256,1.30806681762139,0.6759610256183938,0.6193623632976734,0.7462418895061355,a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh
rain,25-48,24,0.5483587073783079,1.4224331776301067,0.5508969304520069,0.4373410848620594,0.7531597257469843,a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh
rain,49-72,24,0.5998890300591787,1.4454270601272583,0.503575173439021,0.3792678462404251,0.752708597157414,a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh
rain,73-100,28,0.586901245372636,1.4484384443078722,0.4993486153097133,0.38341318009424113,0.7182310668301858,a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh
rain,1-24,24,0.40936677033702534,1.2926923880974452,0.7021208975416959,0.6841393910775925,0.7226675862104308,8a329641-ca56-5257-95d6-168b9726b411,hue
rain,25-48,24,0.47301102926333743,1.3685696870088577,0.6179465275978084,0.5744176681540533,0.6704339815597216,8a329641-ca56-5257-95d6-168b9726b411,hue
rain,49-72,24,0.49309074009458226,1.3785713613033295,0.5853856904968792,0.5287243989662579,0.658703339097037,8a329641-ca56-5257-95d6-168b9726b411,hue
rain,73-100,28,0.4801170602440834,1.3800473936966486,0.5679696917015623,0.5372228774886334,0.6073426069019117,8a329641-ca56-5257-95d6-168b9726b411,hue
rain,1-24,24,0.3937942385673523,1.4095842838287354,0.664256043672216,0.5991028678138216,0.7485930480073572,278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang
rain,25-48,24,0.4415502188106378,1.4701057473818462,0.5825057757480855,0.5123625259669784,0.6762540518504182,278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang
rain,49-72,24,0.4337138310074806,1.4785005549589794,0.5418303216531716,0.5066640650829642,0.5857329408152984,278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang
rain,73-100,28,0.41704837339265005,1.4782547014100211,0.525478050810413,0.532278178527401,0.520844627602971,278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang
rain,1-24,24,0.41990599781274796,1.1969673782587051,0.7071923750319487,0.6639858404867316,0.7578063482194902,59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam
rain,25-48,24,0.487841018786033,1.2839305152495701,0.6212285541067172,0.5552374330444718,0.7064621932832047,59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam
