target,horizon_bin,n_horizons,mae_mean,rmse_mean,location_id,location_name
press,1-24,24,1.188049224515756,1.6772780269384384,55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi
press,25-48,24,2.4601597785949707,3.342810163895289,55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi
press,49-72,24,2.9866863588492074,3.9797894954681396,55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi
press,73-100,28,3.155115442616599,4.215150458472116,55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi
press,1-24,24,1.1341039538383484,1.6706781362493832,f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong
press,25-48,24,2.341729794939359,3.20279132326444,f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong
press,49-72,24,2.840539902448654,3.8040340642134347,f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong
press,73-100,28,3.0251648255756924,4.050525001117161,f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong
press,1-24,24,1.1133296377956867,1.6451116427779198,2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh
press,25-48,24,2.2940537283817926,3.1447262664635978,2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh
press,49-72,24,2.809508283933004,3.7939735054969788,2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh
press,73-100,28,2.9493298871176585,3.99094466652189,2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh
press,1-24,24,1.2773341399927933,1.7461120622853439,8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai
press,25-48,24,2.5190076678991318,3.385376979907354,8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai
press,49-72,24,3.026692807674408,4.012631803750992,8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai
press,73-100,28,3.2471429194722856,4.304396237645831,8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai
press,1-24,24,1.2488927977780502,1.7052774280309677,61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang
press,25-48,24,2.4876485019922256,3.340983678897222,61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang
press,49-72,24,2.955578496058782,3.949764311313629,61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang
press,73-100,28,3.1239347883633206,4.176697816167559,61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang
press,1-24,24,1.21810316046079,1.6842580288648605,20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen
press,25-48,24,2.5021321028470993,3.388729602098465,20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen
press,49-72,24,3.0207775036493936,4.042289038499196,20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen
press,73-100,28,3.18675229379109,4.271453874451773,20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen
press,1-24,24,1.147169340401888,1.6259345586101215,2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa
press,25-48,24,2.383667608102163,3.2567032178243003,2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa
