location_id,location_name,target,status,n_rows,test_mae_mean,test_rmse_mean
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,press,ok,100,2.475807210803032,3.3402127730846405
f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong,press,ok,100,2.3629758274555206,3.216747846007347
2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh,press,ok,100,2.3178663644194604,3.177579246163368
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,press,ok,100,2.54672832518816,3.399819949567318
61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang,press,ok,100,2.4808104917407037,3.328521488904953
20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen,press,ok,100,2.510133706331253,3.3836734855175017
2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa,press,ok,100,2.4051427909731866,3.262082378268242
23e910e1-e423-5858-a7cf-8f9959f7f977,nghean,press,ok,100,2.119929046332836,2.880181582868099
a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh,press,ok,100,2.311506173312664,3.251065819263458
8a329641-ca56-5257-95d6-168b9726b411,hue,press,ok,100,1.8732835698127746,2.5592651578783987
278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang,press,ok,100,1.797955020070076,2.406920501589775
59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam,press,ok,100,1.77547388702631,2.384125020802021
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,press,ok,100,1.3211171151697636,1.7273819667100907
d9731703-f025-5cf2-bef7-073fb52b7baf,ninhthuan,press,ok,100,1.1851504331827163,1.5322172617912293
af8535bd-79af-54b1-a483-cc8b9d95ed53,gialai,press,ok,100,1.1047831511497497,1.4860110592842102
c6e8add8-26f8-5e9f-aa37-08760ea9a019,daklak,press,ok,100,1.093336506187916,1.43055045992136
271a23fd-9dad-5b0c-b930-f016d1984f17,lamdong,press,ok,100,0.9593180057406425,1.2394254884123803
92330f85-61cb-52c3-80e2-8382291864f8,hcmc,press,ok,100,1.000576768666506,1.268013918697834
0c474d61-9e2a-5498-a267-d438d5203428,dongnai,press,ok,100,1.004609071314335,1.2722761419415474
128ae12a-3284-5a3a-9c26-e0201fc3dcf0,cantho,press,ok,100,0.9537290872633457,1.2139828717708587
