location_id,location_name,target,status,n_rows,test_mae_mean,test_rmse_mean
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,rh,ok,100,7.200256530046463,9.491579792499543
f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong,rh,ok,100,6.565091081857681,8.831284465789794
2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh,rh,ok,100,7.620648717880249,10.36569123506546
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,rh,ok,100,7.874754984378814,10.133019964694977
61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang,rh,ok,100,6.8657082343101505,9.140882489681244
20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen,rh,ok,100,7.578447895050049,10.212240302562714
2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa,rh,ok,100,7.291654126644135,9.374227690696717
23e910e1-e423-5858-a7cf-8f9959f7f977,nghean,rh,ok,100,7.703167476654053,9.86479695558548
a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh,rh,ok,100,6.941098613739014,8.836790544986725
8a329641-ca56-5257-95d6-168b9726b411,hue,rh,ok,100,5.999841604232788,7.898352315425873
278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang,rh,ok,100,5.376076185703278,7.194389364719391
59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam,rh,ok,100,5.2753875207901,7.102452793121338
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,rh,ok,100,4.9735328996181485,6.917230606079102
d9731703-f025-5cf2-bef7-073fb52b7baf,ninhthuan,rh,ok,100,5.6079710066318516,7.287032024860382
af8535bd-79af-54b1-a483-cc8b9d95ed53,gialai,rh,ok,100,5.1080784368515015,6.939449243545532
c6e8add8-26f8-5e9f-aa37-08760ea9a019,daklak,rh,ok,100,5.208549733161926,7.209678099155426
271a23fd-9dad-5b0c-b930-f016d1984f17,lamdong,rh,ok,100,5.7939303112030025,8.119367902278901
92330f85-61cb-52c3-80e2-8382291864f8,hcmc,rh,ok,100,5.338337461948395,7.349433863162995
0c474d61-9e2a-5498-a267-d438d5203428,dongnai,rh,ok,100,4.756034815311432,6.623880975246429
128ae12a-3284-5a3a-9c26-e0201fc3dcf0,cantho,rh,ok,100,4.581794154644013,6.3403093838691715
