target,horizon_bin,mae_mean,rmse_mean
press,1-24,0.9134729272065064,1.262703486159444
press,25-48,1.7604434998085101,2.366817247122526
press,49-72,2.12448124786218,2.833664453526338
press,73-100,2.2442720915590013,2.9887081288865636
