location_id,location_name,target,status,n_rows,test_mae_mean,test_rmse_mean
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,v10,ok,100,1.4888667699694633,1.8871367740631104
f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong,v10,ok,100,1.183996005654335,1.5562868696451186
2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh,v10,ok,100,1.3755832505226135,1.806160505414009
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,v10,ok,100,0.4446586686372757,0.5937454137206077
61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang,v10,ok,100,0.5700142326951027,0.7572053748369217
20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen,v10,ok,100,1.210722292661667,1.5459886556863784
2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa,v10,ok,100,1.553021401464939,2.0365118938684463
23e910e1-e423-5858-a7cf-8f9959f7f977,nghean,v10,ok,100,0.734379466176033,1.0699897873401643
a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh,v10,ok,100,1.4303654551506042,2.0529491251707075
8a329641-ca56-5257-95d6-168b9726b411,hue,v10,ok,100,1.0521080794930457,1.4727576351165772
278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang,v10,ok,100,1.281580248773098,1.736257740855217
59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam,v10,ok,100,0.9222683387994767,1.3491408348083496
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,v10,ok,100,0.5178193074464797,0.7371986848115921
d9731703-f025-5cf2-bef7-073fb52b7baf,ninhthuan,v10,ok,100,1.0614795628190041,1.4601428973674775
af8535bd-79af-54b1-a483-cc8b9d95ed53,gialai,v10,ok,100,0.9258691981434822,1.2355940818786622
c6e8add8-26f8-5e9f-aa37-08760ea9a019,daklak,v10,ok,100,0.7407866021990777,0.9635911685228348
271a23fd-9dad-5b0c-b930-f016d1984f17,lamdong,v10,ok,100,0.9766245323419571,1.316567853987217
92330f85-61cb-52c3-80e2-8382291864f8,hcmc,v10,ok,100,0.9011939066648483,1.1814939016103745
0c474d61-9e2a-5498-a267-d438d5203428,dongnai,v10,ok,100,0.984196107685566,1.2684990817308426
128ae12a-3284-5a3a-9c26-e0201fc3dcf0,cantho,v10,ok,100,0.803474026620388,1.0528637272119523
