location_id,location_name,target,status,n_rows,test_mae_mean,test_rmse_mean
55e90ccc-1370-5a29-b02e-8ac2297b3890,hanoi,cloud,ok,100,27.605756311416627,33.49388084411621
f6efaa2f-5be2-5d45-9a81-275f1a621a39,haiphong,cloud,ok,100,28.54015435218811,34.09484827041626
2709bffa-c425-5fd1-b200-43a72a8253a4,quangninh,cloud,ok,100,28.609042949676514,34.251784343719486
8a3dd815-a267-514a-94c4-d1cf7efd5019,laocai,cloud,ok,100,24.5999484539032,29.791116886138916
61631413-c628-5fe4-adf3-7719f9a9c45a,hagiang,cloud,ok,100,25.824753007888795,31.348947715759277
20f3f035-f1a6-5786-a26c-52c01d5573ed,thainguyen,cloud,ok,100,27.38815245628357,33.331145458221435
2436bd46-d8f7-5578-86db-2eebaf0b60e8,thanhhoa,cloud,ok,100,25.802311029434204,31.68367757797241
23e910e1-e423-5858-a7cf-8f9959f7f977,nghean,cloud,ok,100,25.223893365859986,31.103161430358888
a0886c10-f898-5d9b-a5b7-01de6b47e9bb,hatinh,cloud,ok,100,25.30295889854431,30.857012271881104
8a329641-ca56-5257-95d6-168b9726b411,hue,cloud,ok,100,25.617178230285646,31.036962909698488
278554dd-e96a-5d8a-bfe0-73cbfc7669cb,danang,cloud,ok,100,25.447052631378174,30.230206108093263
59f88d3f-e683-575e-bcd2-548a7f2797ea,quangnam,cloud,ok,100,23.640696821212767,29.00700315475464
3894e520-6775-5aa3-80f0-8a05cd35c01d,khanhhoa,cloud,ok,100,23.240866584777834,29.215227165222167
d9731703-f025-5cf2-bef7-073fb52b7baf,ninhthuan,cloud,ok,100,26.55581064224243,31.85260934829712
af8535bd-79af-54b1-a483-cc8b9d95ed53,gialai,cloud,ok,100,23.441547117233277,29.5725266456604
c6e8add8-26f8-5e9f-aa37-08760ea9a019,daklak,cloud,ok,100,22.48349528312683,28.41261323928833
271a23fd-9dad-5b0c-b930-f016d1984f17,lamdong,cloud,ok,100,20.62622857093811,26.73366621017456
92330f85-61cb-52c3-80e2-8382291864f8,hcmc,cloud,ok,100,21.67827986717224,28.40216993331909
0c474d61-9e2a-5498-a267-d438d5203428,dongnai,cloud,ok,100,21.869316005706786,28.54823350906372
128ae12a-3284-5a3a-9c26-e0201fc3dcf0,cantho,cloud,ok,100,21.437487773895263,28.3517387008667
